id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
144,Jumping Jacks,High-energy Jumping Jacks routine targeting comprehensive physical development and performance.,https://example.com/jumping-jacks,1,https://example.com/jumping-jacks-animation.jpg,805.93,467,12,3,5.18,5,5
145,Superman Holds,Precision-engineered Superman Holds training method to optimize muscular strength and endurance.,https://example.com/superman-holds,1,https://example.com/superman-holds-animation.jpg,1238.2,431,11,2,5.75,5,5
146,Explosive Movements,Intense Explosive Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/explosive-movements,2,https://example.com/explosive-movements-animation.jpg,1238.88,508,13,2,4.88,5,5
147,Foam Rolling,Dynamic Foam Rolling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/foam-rolling,2,https://example.com/foam-rolling-animation.jpg,900.13,428,11,2,4.21,5,5
148,Running,"Strategically crafted Running exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/running,2,https://example.com/running-animation.jpg,991.84,460,15,2,4.31,5,5
149,Tricep Extensions,Dynamic Tricep Extensions workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tricep-extensions,2,https://example.com/tricep-extensions-animation.jpg,1495.6,525,15,2,5.7,5,5
150,Deadlifts,"Strategically crafted Deadlifts exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/deadlifts,2,https://example.com/deadlifts-animation.jpg,430.5,316,15,3,4.09,5,5
151,Cycling,High-energy Cycling routine targeting comprehensive physical development and performance.,https://example.com/cycling,3,https://example.com/cycling-animation.jpg,880.69,504,14,3,5.24,5,5
152,Bicep Curls,Precision-engineered Bicep Curls training method to optimize muscular strength and endurance.,https://example.com/bicep-curls,3,https://example.com/bicep-curls-animation.jpg,776.7,497,10,3,4.69,5,5
153,Bench Press,Intense Bench Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bench-press,3,https://example.com/bench-press-animation.jpg,1317.8,579,14,2,4.55,5,5
154,Bodyweight Complex,Intense Bodyweight Complex session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bodyweight-complex,3,https://example.com/bodyweight-complex-animation.jpg,860.47,452,13,3,5.71,5,5
155,Leg Press,High-energy Leg Press routine targeting comprehensive physical development and performance.,https://example.com/leg-press,3,https://example.com/leg-press-animation.jpg,701.21,330,14,2,4.25,5,5
156,Bench Press,Intense Bench Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bench-press,4,https://example.com/bench-press-animation.jpg,625.94,325,14,3,5.78,5,5
157,Russian Twists,High-energy Russian Twists routine targeting comprehensive physical development and performance.,https://example.com/russian-twists,4,https://example.com/russian-twists-animation.jpg,705.5,338,14,2,4.17,5,5
158,Squats,"Strategically crafted Squats exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/squats,4,https://example.com/squats-animation.jpg,1134.24,446,15,2,5.09,5,5
159,Pull-ups,High-energy Pull-ups routine targeting comprehensive physical development and performance.,https://example.com/pull-ups,4,https://example.com/pull-ups-animation.jpg,1225.48,481,14,2,5.1,5,5
160,Mobility Drills,Dynamic Mobility Drills workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mobility-drills,4,https://example.com/mobility-drills-animation.jpg,1554.84,543,13,2,5.73,5,5
161,Foam Rolling,Precision-engineered Foam Rolling training method to optimize muscular strength and endurance.,https://example.com/foam-rolling,5,https://example.com/foam-rolling-animation.jpg,1363.85,503,14,2,5.42,5,5
162,Burpees,High-energy Burpees routine targeting comprehensive physical development and performance.,https://example.com/burpees,5,https://example.com/burpees-animation.jpg,1487.31,554,14,2,5.37,5,5
163,Pull-ups,Intense Pull-ups session focusing on full-body engagement and cardiovascular endurance.,https://example.com/pull-ups,5,https://example.com/pull-ups-animation.jpg,728.38,486,13,3,4.5,5,5
164,Circuit Training,Intense Circuit Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/circuit-training,5,https://example.com/circuit-training-animation.jpg,882.54,501,12,3,5.28,5,5
165,Jump Rope,High-energy Jump Rope routine targeting comprehensive physical development and performance.,https://example.com/jump-rope,5,https://example.com/jump-rope-animation.jpg,753.85,315,10,2,4.79,5,5
166,Rowing,High-energy Rowing routine targeting comprehensive physical development and performance.,https://example.com/rowing,6,https://example.com/rowing-animation.jpg,1004.14,335,13,2,5.99,5,5
167,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,6,https://example.com/skater-hops-animation.jpg,1161.95,498,13,2,4.67,5,5
168,Sprint Intervals,"Strategically crafted Sprint Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/sprint-intervals,6,https://example.com/sprint-intervals-animation.jpg,1151.83,511,13,2,4.51,5,5
169,Russian Twists,High-energy Russian Twists routine targeting comprehensive physical development and performance.,https://example.com/russian-twists,6,https://example.com/russian-twists-animation.jpg,639.87,387,13,3,4.96,5,5
170,Bicep Curls,High-energy Bicep Curls routine targeting comprehensive physical development and performance.,https://example.com/bicep-curls,6,https://example.com/bicep-curls-animation.jpg,793.1,491,14,3,4.85,5,5
171,Leg Raises,High-energy Leg Raises routine targeting comprehensive physical development and performance.,https://example.com/leg-raises,7,https://example.com/leg-raises-animation.jpg,756.21,427,14,3,5.31,5,5
172,Cross-Country Skiing,Precision-engineered Cross-Country Skiing training method to optimize muscular strength and endurance.,https://example.com/cross-country-skiing,7,https://example.com/cross-country-skiing-animation.jpg,850.38,439,10,3,5.81,5,5
173,Bicycle Crunches,Intense Bicycle Crunches session focusing on full-body engagement and cardiovascular endurance.,https://example.com/bicycle-crunches,7,https://example.com/bicycle-crunches-animation.jpg,1553.74,527,13,2,5.9,5,5
174,Tabata Intervals,Intense Tabata Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tabata-intervals,7,https://example.com/tabata-intervals-animation.jpg,707.68,419,15,3,5.07,5,5
175,Jumping Jacks,Dynamic Jumping Jacks workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/jumping-jacks,7,https://example.com/jumping-jacks-animation.jpg,1278.81,471,15,2,5.43,5,5
176,Circuit Training,Intense Circuit Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/circuit-training,1,https://example.com/circuit-training-animation.jpg,1568.87,556,13,2,5.64,6,6
177,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,1,https://example.com/tai-chi-movements-animation.jpg,1175.49,450,11,2,5.22,6,6
178,Medicine Ball Slams,Intense Medicine Ball Slams session focusing on full-body engagement and cardiovascular endurance.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,939.89,400,12,2,4.7,6,6
179,Cross-Country Skiing,Precision-engineered Cross-Country Skiing training method to optimize muscular strength and endurance.,https://example.com/cross-country-skiing,1,https://example.com/cross-country-skiing-animation.jpg,795.31,328,11,2,4.85,6,6
180,High Knees,Intense High Knees session focusing on full-body engagement and cardiovascular endurance.,https://example.com/high-knees,1,https://example.com/high-knees-animation.jpg,887.52,451,15,3,5.9,6,6
181,Circuit Training,High-energy Circuit Training routine targeting comprehensive physical development and performance.,https://example.com/circuit-training,2,https://example.com/circuit-training-animation.jpg,956.37,412,11,2,4.64,6,6
182,Bodyweight Complex,Precision-engineered Bodyweight Complex training method to optimize muscular strength and endurance.,https://example.com/bodyweight-complex,2,https://example.com/bodyweight-complex-animation.jpg,1259.39,557,11,2,4.52,6,6
183,Jumping Jacks,Precision-engineered Jumping Jacks training method to optimize muscular strength and endurance.,https://example.com/jumping-jacks,2,https://example.com/jumping-jacks-animation.jpg,809.56,421,10,3,5.77,6,6
184,Pilates,High-energy Pilates routine targeting comprehensive physical development and performance.,https://example.com/pilates,2,https://example.com/pilates-animation.jpg,882.24,340,14,2,5.19,6,6
185,High Knees,Dynamic High Knees workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/high-knees,2,https://example.com/high-knees-animation.jpg,981.8,403,13,2,4.87,6,6
186,Jump Rope,Intense Jump Rope session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jump-rope,3,https://example.com/jump-rope-animation.jpg,1361.84,532,13,2,5.12,6,6
187,Interval Sprints,Precision-engineered Interval Sprints training method to optimize muscular strength and endurance.,https://example.com/interval-sprints,3,https://example.com/interval-sprints-animation.jpg,1205.93,542,13,2,4.45,6,6
188,Rowing,Intense Rowing session focusing on full-body engagement and cardiovascular endurance.,https://example.com/rowing,3,https://example.com/rowing-animation.jpg,776.85,384,13,2,4.05,6,6
189,Plank Variations,High-energy Plank Variations routine targeting comprehensive physical development and performance.,https://example.com/plank-variations,3,https://example.com/plank-variations-animation.jpg,1304.11,532,10,2,4.9,6,6
190,Bodyweight Complex,Precision-engineered Bodyweight Complex training method to optimize muscular strength and endurance.,https://example.com/bodyweight-complex,3,https://example.com/bodyweight-complex-animation.jpg,963.73,549,11,3,5.27,6,6
191,Dips,"Strategically crafted Dips exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/dips,4,https://example.com/dips-animation.jpg,633.07,331,12,3,5.74,6,6
192,Stair Climbing,"Strategically crafted Stair Climbing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/stair-climbing,4,https://example.com/stair-climbing-animation.jpg,723.19,322,15,2,4.49,6,6
193,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,4,https://example.com/skater-hops-animation.jpg,722.55,476,14,3,4.55,6,6
194,Rowing,"Strategically crafted Rowing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/rowing,4,https://example.com/rowing-animation.jpg,607.87,351,15,3,5.2,6,6
195,Crunches,Dynamic Crunches workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/crunches,4,https://example.com/crunches-animation.jpg,1282.56,482,13,2,5.32,6,6
196,Skater Hops,"Strategically crafted Skater Hops exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/skater-hops,5,https://example.com/skater-hops-animation.jpg,1057.2,373,10,2,5.67,6,6
197,Sprint Intervals,Intense Sprint Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/sprint-intervals,5,https://example.com/sprint-intervals-animation.jpg,859.49,470,13,3,5.49,6,6
198,Joint Mobility Exercises,High-energy Joint Mobility Exercises routine targeting comprehensive physical development and performance.,https://example.com/joint-mobility-exercises,5,https://example.com/joint-mobility-exercises-animation.jpg,984.74,540,10,3,5.47,6,6
199,Mobility Drills,Intense Mobility Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mobility-drills,5,https://example.com/mobility-drills-animation.jpg,668.03,374,11,3,5.36,6,6
